Date,Location,18-24,25-44,45-64,65+,U18,Female,Male,Transgender,DNot SpecifiedA,DSH,DSH ,SA Only,SA/DSH,SI Only,SI/DSH,SI/SA,SI/SA/DSH,Crime,Recorded Crimes,Month,Unemploy.Gender,Unemploy.u25,Unemploy.25+,Unemploy.allages,Gender,Age,Category,Rate
2015,Finglas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Other drug offences,494,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Finglas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Weapons and Explosives Offences,2373,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Finglas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Explosives chemical weapons offences,29,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Finglas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Discharging a firearm,150,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Finglas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Possession of a firearm,207,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Finglas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Offensive weapons offences (n.e.c.),1895,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Finglas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Fireworks offences,92,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Finglas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Damage to property and to the environment,25946,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Finglas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Arson,1722,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Finglas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, CrimiNot Specifiedl damage (not arson),24049,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Finglas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Litter offences,175,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Finglas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Public order and other social code offences,33269,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Finglas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Disorderly conduct,25505,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Finglas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Trespass offences,2741,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Finglas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Liquor licensing offences,1081,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Finglas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Prostitution offences,56,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Finglas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Regulated betting/money collection/trading offences,289,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Finglas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Social code offences (n.e.c.),3597,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Finglas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Offences against government justice procedures and organisation of crime,11440,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Finglas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Offences against government and its agents,283,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Finglas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Organisation of crime and conspiracy to commit crime,10,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Finglas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Perverting the course of justice,59,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Finglas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Offences while in custody breach of court orders,11088,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Homicide offences,83,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Murder,30,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Manslaughter,6,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Infanticide,0,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Dangerous driving leading to death,47,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Sexual offences,2283,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Rape of a male or female,518,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Defilement of a boy or girl less than  years old,127,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Sexual offence involving mentally impaired person,23,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Aggravated sexual assault,9,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Sexual assault (not aggravated),1395,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Other sexual offences,211,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Attempts/threats to murder assaults harassments and related offences,16877,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Murder-attempt,13,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Murder-threat,586,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Harassment and related offences,1501,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Assault causing harm poisoning,3510,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Other assault,11267,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Dangerous or negligent acts,7117,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Dangerous driving causing serious bodily harm,12,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Driving/in charge of a vehicle while over legal alcohol limit,6417,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Driving/in charge of a vehicle under the influence of drugs,220,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Endangerment with potential for serious harm/death,97,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Abandoning a child child neglect and cruelty,167,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Unseaworthy/dangerous use of boat or ship,7,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, False alarm/interference with aircraft or air transport facilities,2,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Endangering traffic offences,195,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, KidNot Specifiedpping and related offences,153,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, False imprisonment,95,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Abduction of person under  years of age,29,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Human trafficking offences,29,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Robbery extortion and hijacking offences,2574,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Robbery of an establishment or institution,928,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Robbery of cash or goods in transit,18,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Robbery from the person,1478,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Blackmail or extortion,54,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Carjacking hijacking/unlawful seizure of aircraft/vessel,96,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Burglary and related offences,26301,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Aggravated burglary,270,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Burglary (not aggravated),25435,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Possession of an article (with intent to burgle steal demand),596,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Theft and related offences,75732,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Theft/taking of vehicle and related offences,6455,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Theft from person,5369,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Theft from shop,22654,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Other thefts handling stolen property,41254,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Fraud deception and related offences,5781,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Controlled drug offences,15050,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Importation of drugs,19,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Cultivation or manufacture of drugs,240,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Possession of drugs for sale or supply,3366,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Possession of drugs for persoNot Specifiedl use,10931,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Other drug offences,494,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Weapons and Explosives Offences,2373,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Explosives chemical weapons offences,29,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Discharging a firearm,150,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Possession of a firearm,207,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Offensive weapons offences (n.e.c.),1895,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Fireworks offences,92,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Damage to property and to the environment,25946,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Arson,1722,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, CrimiNot Specifiedl damage (not arson),24049,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Litter offences,175,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Public order and other social code offences,33269,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Disorderly conduct,25505,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Trespass offences,2741,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Liquor licensing offences,1081,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Prostitution offences,56,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Regulated betting/money collection/trading offences,289,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Social code offences (n.e.c.),3597,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Offences against government justice procedures and organisation of crime,11440,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Offences against government and its agents,283,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Organisation of crime and conspiracy to commit crime,10,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Perverting the course of justice,59,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Galway.City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Offences while in custody breach of court orders,11088,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, Homicide offences,83,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, Murder,30,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, Manslaughter,6,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, Infanticide,0,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, Dangerous driving leading to death,47,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, Sexual offences,2283,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, Rape of a male or female,518,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, Defilement of a boy or girl less than  years old,127,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, Sexual offence involving mentally impaired person,23,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, Aggravated sexual assault,9,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, Sexual assault (not aggravated),1395,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, Other sexual offences,211,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, Attempts/threats to murder assaults harassments and related offences,16877,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, Murder-attempt,13,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, Murder-threat,586,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, Harassment and related offences,1501,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, Assault causing harm poisoning,3510,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, Other assault,11267,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, Dangerous or negligent acts,7117,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, Dangerous driving causing serious bodily harm,12,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, Driving/in charge of a vehicle while over legal alcohol limit,6417,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, Driving/in charge of a vehicle under the influence of drugs,220,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, Endangerment with potential for serious harm/death,97,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, Abandoning a child child neglect and cruelty,167,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, Unseaworthy/dangerous use of boat or ship,7,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, False alarm/interference with aircraft or air transport facilities,2,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, Endangering traffic offences,195,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, KidNot Specifiedpping and related offences,153,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, False imprisonment,95,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, Abduction of person under  years of age,29,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, Human trafficking offences,29,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, Robbery extortion and hijacking offences,2574,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, Robbery of an establishment or institution,928,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, Robbery of cash or goods in transit,18,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, Robbery from the person,1478,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, Blackmail or extortion,54,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, Carjacking hijacking/unlawful seizure of aircraft/vessel,96,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, Burglary and related offences,26301,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, Aggravated burglary,270,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, Burglary (not aggravated),25435,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, Possession of an article (with intent to burgle steal demand),596,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, Theft and related offences,75732,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, Theft/taking of vehicle and related offences,6455,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, Theft from person,5369,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, Theft from shop,22654,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, Other thefts handling stolen property,41254,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, Fraud deception and related offences,5781,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, Controlled drug offences,15050,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, Importation of drugs,19,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, Cultivation or manufacture of drugs,240,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, Possession of drugs for sale or supply,3366,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, Possession of drugs for persoNot Specifiedl use,10931,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, Other drug offences,494,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, Weapons and Explosives Offences,2373,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, Explosives chemical weapons offences,29,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, Discharging a firearm,150,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, Possession of a firearm,207,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, Offensive weapons offences (n.e.c.),1895,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, Fireworks offences,92,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, Damage to property and to the environment,25946,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
2015,Kerry,4,9,1,1,3,14,4,0,2,0,0,1,1,8,4,1,1, Arson,1722,0,0,0,0,0,Not Specified,Not Specified,Not Specified,0
